Liturgy,Book,Name,Reading,Color Map,Lectionary #,Year,Note
Divine Office,Judges,"OR: 11th Week in Ord. Time, Monday",Judg 4:1-24,LOTH: OR,,,3.355
Divine Office,Judges,"OR: 11th Week in Ord. Time, Tuesday","Judg 6:1-6, 11-24a",LOTH: OR,,,3.36
Divine Office,Judges,"OR: 11th Week in Ord. Time, Wednesday","Judg 6:33-40; 7:1-8, 16-22a",LOTH: OR,,,3.364
Divine Office,Judges,"OR: 11th Week in Ord. Time, Thursday","Judg 8:22-23, 30-32; 9:1-15, 19-20",LOTH: OR,,,3.369
Divine Office,Judges,"OR: 11th Week in Ord. Time, Friday",Judg 13:1-25,LOTH: OR,,,3.373
Divine Office,Judges,"OR: 11th Week in Ord. Time, Saturday","Judg 16:4-6, 16-31",LOTH: OR,,,3.378
Divine Office,1 Samuel,OR: 12th Sunday in Ord. Time,1 Sam 16:1-13,LOTH: OR,,,3.384
Divine Office,1 Samuel,"OR: 12th Week in Ord. Time, Monday","1 Sam 17:1-10, 32, 38-51",LOTH: OR,,,3.388
Divine Office,1 Samuel,"OR: 12th Week in Ord. Time, Tuesday","1 Sam 17:57—18:9, 20-30",LOTH: OR,,,3.393
Divine Office,1 Samuel,"OR: 12th Week in Ord. Time, Wednesday",1 Sam 19:8-10; 20:1-17,LOTH: OR,,,3.397
Divine Office,1 Samuel,"OR: 12th Week in Ord. Time, Thursday",1 Sam 21:2-10; 22:1-5,LOTH: OR,,,3.401
Divine Office,1 Samuel,"OR: 12th Week in Ord. Time, Saturday","1 Sam 25:14-24, 28-39",LOTH: OR,,,3.405
Divine Office,1 Samuel,OR: 13th Sunday in Ord. Time,1 Sam 26:5-25,LOTH: OR,,,3.41
Divine Office,1 Samuel,"OR: 13th Week in Ord. Time, Monday",1 Sam 28:3-25,LOTH: OR,,,3.415
Divine Office,1 Samuel,"OR: 13th Week in Ord. Time, Tuesday",1 Sam 31:1-4; 2 Sam 1:1-16,LOTH: OR,,,3.42
Divine Office,2 Samuel,"OR: 13th Week in Ord. Time, Wednesday",2 Sam 2:1-11; 3:1-5,LOTH: OR,,,3.425
Divine Office,2 Samuel,"OR: 13th Week in Ord. Time, Thursday",2 Sam 4:2—5:7,LOTH: OR,,,3.429
Divine Office,2 Samuel,"OR: 13th Week in Ord. Time, Friday",2 Sam 6:1-23,LOTH: OR,,,3.433
Divine Office,2 Samuel,"OR: 13th Week in Ord. Time, Saturday",2 Sam 7:1-25,LOTH: OR,,,3.438
Divine Office,2 Samuel,OR: 14th Sunday in Ord. Time,"2 Sam 11:1-17, 26-27",LOTH: OR,,,3.442
Divine Office,2 Samuel,"OR: 14th Week in Ord. Time, Monday",2 Sam 12:1-25,LOTH: OR,,,3.447
Divine Office,2 Samuel,"OR: 12th Week in Ord. Time, Friday","2 Sam 15:7-14, 24-30; 16:5-13",LOTH: OR,,,3.403
Divine Office,2 Samuel,"OR: 14th Week in Ord. Time, Tuesday","2 Sam 18:6-17, 24—19:5",LOTH: OR,,,3.457
Divine Office,2 Samuel,"OR: 14th Week in Ord. Time, Wednesday","2 Sam 24:1-4, 10-18, 24b-25",LOTH: OR,,,3.462
Divine Office,1 Kings,"OR: 14th Week in Ord. Time, Friday",1 Kgs 1:11-35; 2:10-12,LOTH: OR,,,3.471
Divine Office,1 Kings,OR: Common of the Dedication of a Church (Lent),"1 Kgs 8:1-4, 10-13, 22-23",LOTH: OR,,,2.1888
Divine Office,1 Kings,OR: 15th Sunday in Ord. Time,1 Kgs 16:29—17:16,LOTH: OR,,,3.48
Divine Office,1 Kings,"OR: 15th Week in Ord. Time, Monday",1 Kgs 18:16b-40,LOTH: OR,,,3.485
Divine Office,1 Kings,"OR: 15th Week in Ord. Time, Tuesday","1 Kgs 19:1-9a, 11-21",LOTH: OR,,,3.489
Divine Office,1 Kings,"OR: 15th Week in Ord. Time, Wednesday","1 Kgs 21:1-21, 27-29",LOTH: OR,,,3.494
Divine Office,1 Kings,"OR: 15th Week in Ord. Time, Thursday","1 Kgs 22:1-9, 15-23, 29, 34-38",LOTH: OR,,,3.499
Divine Office,2 Kings,"OR: 15th Week in Ord. Time, Saturday",2 Kgs 2:1-15,LOTH: OR,,,3.509
Divine Office,1 Chronicles,OR: March 25: Annunciation,1 Chr 17:1-15,LOTH: OR,,,2.1743
Divine Office,1 Chronicles,OR: Common of the Blessed Virgin Mary (Advent/Christmas/Lent),1 Chr 17:1-15,LOTH: OR,,,1.1330; 2.1922
Divine Office,1 Chronicles,"OR: 14th Week in Ord. Time, Thursday",1 Chr 22:5-19,LOTH: OR,,,3.467
Divine Office,2 Chronicles,"OR: 15th Week in Ord. Time, Friday","2 Chr 20:1-9, 13-24",LOTH: OR,,,3.504
Divine Office,Esther,OR: 29th Sunday in Ord. Time,"Est 1:1-3, 9, 13, 15-16, 19; 2:5-10, 16-17",LOTH: OR,,,4.405
Divine Office,Esther,"OR: 29th Week in Ord. Time, Monday",Est 3:1-15,LOTH: OR,,,4.41
Divine Office,Esther,"OR: 29th Week in Ord. Time, Tuesday",Est 4:1-16,LOTH: OR,,,4.414
Divine Office,Esther,"OR: 29th Week in Ord. Time, Thursday",Est 5:1-5; 7:1-10,LOTH: OR,,,4.423
Divine Office,Esther,"OR: 29th Week in Ord. Time, Wednesday",Est 14:1-19,LOTH: OR,,,4.419
Divine Office,1 Maccabees,OR: 31st Sunday in Ord. Time,1 Macc 1:1-24,LOTH: OR,,,4.468
Divine Office,1 Maccabees,"OR: 31st Week in Ord. Time, Monday",1 Macc 1:43-63,LOTH: OR,,,4.473
Divine Office,1 Maccabees,"OR: 31st Week in Ord. Time, Tuesday","1 Macc 2:1, 15-28, 42-50, 65-70",LOTH: OR,,,4.477
Divine Office,1 Maccabees,"OR: 31st Week in Ord. Time, Wednesday",1 Macc 3:1-26,LOTH: OR,,,4.482
Divine Office,1 Maccabees,"OR: 31st Week in Ord. Time, Thursday",1 Macc 4:36-59,LOTH: OR,,,4.486
Divine Office,1 Maccabees,"OR: 31st Week in Ord. Time, Saturday",1 Macc 9:1-22,LOTH: OR,,,4.495
Divine Office,2 Maccabees,"OR: 31st Week in Ord. Time, Friday",2 Macc 12:32-46,LOTH: OR,,,4.489
Divine Office,Job,OR: 8th Sunday in Ord. Time,Job 1:1-22,LOTH: OR,,,3.258
Divine Office,Job,"OR: 8th Week in Ord. Time, Monday",Job 2:1-13,LOTH: OR,,,3.263
Divine Office,Job,"OR: 8th Week in Ord. Time, Tuesday",Job 3:1-26,LOTH: OR,,,3.266
Divine Office,Job,"OR: 8th Week in Ord. Time, Wednesday",Job 7:1-21,LOTH: OR,,,3.271
Divine Office,Job,"OR: 8th Week in Ord. Time, Thursday",Job 11:1-20,LOTH: OR,,,3.275
Divine Office,Job,"OR: 8th Week in Ord. Time, Friday",Job 12:1-25,LOTH: OR,,,3.279
Divine Office,Job,"OR: 8th Week in Ord. Time, Saturday",Job 13:13—14:6,LOTH: OR,,,3.283
Divine Office,Job,OR: 9th Sunday in Ord. Time,Job 28:1-28,LOTH: OR,,,3.288
Divine Office,Job,"OR: 9th Week in Ord. Time, Monday","Job 29:1-10; 30:1, 9-23",LOTH: OR,,,3.293
Divine Office,Job,"OR: 9th Week in Ord. Time, Tuesday","Job 31:1-8, 13-23, 35-37",LOTH: OR,,,3.297
Divine Office,Job,"OR: 9th Week in Ord. Time, Wednesday",Job 32:1-6; 33:1-22,LOTH: OR,,,3.301
Divine Office,Job,"OR: 9th Week in Ord. Time, Thursday",Job 38:1-30,LOTH: OR,,,3.306
Divine Office,Job,"OR: 9th Week in Ord. Time, Friday",Job 40:1-14; 42:1-6,LOTH: OR,,,3.31
Divine Office,Job,"OR: 9th Week in Ord. Time, Saturday",Job 42:7-17,LOTH: OR,,,3.314
Divine Office,Proverbs,OR: 6th Sunday in Ord. Time,"Prov 1:1-7, 20-33",LOTH: OR,,,3.197
Divine Office,Proverbs,"OR: 6th Week in Ord. Time, Monday",Prov 3:1-20,LOTH: OR,,,3.201
Divine Office,Proverbs,"OR: 6th Week in Ord. Time, Tuesday","Prov 8:1-5, 12-36",LOTH: OR,,,3.205
Divine Office,Proverbs,"OR: 6th Week in Ord. Time, Wednesday",Prov 9:1-18,LOTH: OR,,,3.209
Divine Office,Proverbs,"OR: 6th Week in Ord. Time, Thursday",Prov 10:6-32,LOTH: OR,,,3.213
Divine Office,Proverbs,"OR: 6th Week in Ord. Time, Friday","Prov 15:8-9,16-17,25-26,29,33; 16:1-9; 17:5",LOTH: OR,,,3.218
Divine Office,Proverbs,"OR: 6th Week in Ord. Time, Saturday",Prov 31:10-31,LOTH: OR,,,3.222
Divine Office,Proverbs,"OR: Common of Holy Women, alt. reading, For a married woman",Prov 31:10-31,LOTH: OR,,,1.1535; 2.2175; 3.1839; 4.1853
Divine Office,Ecclesiastes,OR: 7th Sunday in Ord. Time,Eccl 1:1-18,LOTH: OR,,,3.227
Divine Office,Ecclesiastes,"OR: 7th Week in Ord. Time, Monday","Eccl 2:1-3, 12b-26",LOTH: OR,,,3.232
Divine Office,Ecclesiastes,"OR: 7th Week in Ord. Time, Tuesday",Eccl 3:1-22,LOTH: OR,,,3.236
Divine Office,Ecclesiastes,"OR: 7th Week in Ord. Time, Wednesday",Eccl 5:9—6:8,LOTH: OR,,,3.24
Divine Office,Ecclesiastes,"OR: 7th Week in Ord. Time, Thursday",Eccl 6:12—7:28,LOTH: OR,,,3.244
Divine Office,Ecclesiastes,"OR: 7th Week in Ord. Time, Friday",Eccl 8:5—9:10,LOTH: OR,,,3.248
Divine Office,Ecclesiastes,"OR: 7th Week in Ord. Time, Saturday",Eccl 11:7—12:4,LOTH: OR,,,3.253
Divine Office,Song of Songs,OR: May 31: Visitation,Song 2:8-14; 8:6-7,LOTH: OR,,,2.1844; 3.1436
Divine Office,Wisdom,OR: 30th Sunday in Ord. Time,Wis 1:1-15,LOTH: OR,,,4.437
Divine Office,Wisdom,"OR: 30th Week in Ord. Time, Monday","Wis 1:16—2:1a, 10-24",LOTH: OR,,,4.441
Divine Office,Wisdom,OR: Common of Several Martyrs (Advent/Christmas/Lent),Wis 3:1-15,LOTH: OR,,,1.1379; 2.1981
Divine Office,Wisdom,"OR: 30th Week in Ord. Time, Tuesday",Wis 3:1-19,LOTH: OR,,,4.446
Divine Office,Wisdom,OR: Common of Holy Men (Advent/Christmas/Lent),Wis 5:1-15,LOTH: OR,,,1.1503; 2.2138
Divine Office,Wisdom,"OR: 30th Week in Ord. Time, Wednesday",Wis 6:1-25,LOTH: OR,,,4.45
Divine Office,Wisdom,OR: Common of Doctors of the Church (Advent/Christmas/Lent),"Wis 7:7-16, 22b-30",LOTH: OR,,,1.1458; 2.2086
Divine Office,Wisdom,"OR: 30th Week in Ord. Time, Thursday",Wis 7:15-30,LOTH: OR,,,4.454
Divine Office,Wisdom,"OR: 30th Week in Ord. Time, Friday",Wis 8:1-21b,LOTH: OR,,,4.459
Divine Office,Wisdom,"OR: 30th Week in Ord. Time, Saturday","Wis 11:20b—12:2, 11b-19",LOTH: OR,,,4.463
Divine Office,Sirach,"OR: 1st Week in Ord. Time, Monday",Sir 1:1-18,LOTH: OR,,,3.53
Divine Office,Sirach,"OR: 1st Week in Ord. Time, Tuesday",Sir 11:12-28,LOTH: OR,,,3.57
Divine Office,Sirach,"OR: 1st Week in Ord. Time, Wednesday",Sir 24:1-22,LOTH: OR,,,3.6
Divine Office,Sirach,OR: Common of Doctors of the Church (Ordinary Time),Sir 39:1-10,LOTH: OR,,,3.1763; 4.1777
Divine Office,Sirach,"OR: 1st Week in Ord. Time, Thursday",Sir 42:15—43:12,LOTH: OR,,,3.65
Divine Office,Sirach,"OR: 1st Week in Ord. Time, Friday",Sir 43:13-35,LOTH: OR,,,3.69
Divine Office,Sirach,"OR: 1st Week in Ord. Time, Saturday","Sir 44:1-2, 16a-45:5",LOTH: OR,,,3.73
Divine Office,Sirach,OR: 10th Sunday in Ord. Time,Sir 46:1-10,LOTH: OR,,,3.318
Divine Office,Sirach,"OR: 14th Week in Ord. Time, Saturday",Sir 47:12-25,LOTH: OR,,,3.475
Divine Office,Sirach,OR: Common of One Martyr (Advent/Christmas/Lent),Sir 51:1-12,LOTH: OR,,,1.1405; 2.2019
Divine Office,Isaiah,OR: 1st Sunday of Advent,Isa 1:1-18,LOTH: OR,,,1.139
Divine Office,Isaiah,OR: 1st Week of Advent: Monday,Isa 1:21-27; 2:1-5,LOTH: OR,,,1.15
Divine Office,Isaiah,OR: 1st Week of Advent: Tuesday,Isa 2:6-22; 4:2-6,LOTH: OR,,,1.158
Divine Office,Isaiah,"OR: 20th Week in Ord. Time, Monday",Isa 3:1-15,LOTH: OR,,,4.123
Divine Office,Isaiah,OR: 1st Week of Advent: Wednesday,Isa 5:1-7,LOTH: OR,,,1.167
Divine Office,Isaiah,OR: 20th Sunday in Ord. Time,Isa 6:1-13,LOTH: OR,,,4.118
Divine Office,Isaiah,"OR: 20th Week in Ord. Time, Tuesday",Isa 7:1-17,LOTH: OR,,,4.128
Divine Office,Isaiah,OR: Common of the Blessed Virgin Mary (Ordinary Time),Isa 7:10-14; 8:10b; 11:1-9,LOTH: OR,,,3.1618; 4.1632
Divine Office,Isaiah,"OR: 20th Week in Ord. Time, Wednesday",Isa 9:7—10:4,LOTH: OR,,,4.131
Divine Office,Isaiah,OR: Dec. 25: Christmas,Isa 11:1-10,LOTH: OR,,,1.403
Divine Office,Isaiah,"OR: 20th Week in Ord. Time, Thursday",Isa 11:1-16,LOTH: OR,,,4.136
Divine Office,Isaiah,OR: 1st Week of Advent: Thursday,Isa 16:1-5; 17:4-8,LOTH: OR,,,1.175
Divine Office,Isaiah,OR: 1st Week of Advent: Friday,Isa 19:16-25,LOTH: OR,,,1.183
Divine Office,Isaiah,OR: 1st Week of Advent: Saturday,Isa 21:6-12,LOTH: OR,,,1.19
Divine Office,Isaiah,OR: 2nd Sunday of Advent,Isa 22:8b-23,LOTH: OR,,,1.2
Divine Office,Isaiah,OR: 2nd Week of Advent: Monday,Isa 24:1-18,LOTH: OR,,,1.209
Divine Office,Isaiah,OR: 2nd Week of Advent: Tuesday,Isa 24:19—25:5,LOTH: OR,,,1.218
Divine Office,Isaiah,OR: 2nd Week of Advent: Wednesday,Isa 25:6—26:6,LOTH: OR,,,1.225
Divine Office,Isaiah,OR: 2nd Week of Advent: Thursday,Isa 26:7-21,LOTH: OR,,,1.233
Divine Office,Isaiah,OR: 2nd Week of Advent: Friday,Isa 27:1-13,LOTH: OR,,,1.242
Divine Office,Isaiah,OR: 2nd Week of Advent: Saturday,Isa 29:1-8,LOTH: OR,,,1.25
Divine Office,Isaiah,OR: 3rd Sunday of Advent,Isa 29:13-24,LOTH: OR,,,1.259
Divine Office,Isaiah,"OR: 20th Week in Ord. Time, Friday",Isa 30:1-18,LOTH: OR,,,4.14
Divine Office,Isaiah,OR: 3rd Week of Advent: Monday,Isa 30:18-26,LOTH: OR,,,1.269
Divine Office,Isaiah,OR: 3rd Week of Advent: Tuesday,Isa 30:27-33; 31:4-9,LOTH: OR,,,1.277
Divine Office,Isaiah,OR: 3rd Week of Advent: Wednesday,Isa 31:1-3; 32:1-8,LOTH: OR,,,1.285
Divine Office,Isaiah,OR: 3rd Week of Advent: Thursday,Isa 32:15—33:6,LOTH: OR,,,1.293
Divine Office,Isaiah,OR: 3rd Week of Advent: Friday,Isa 33:7-24,LOTH: OR,,,1.3
Divine Office,Isaiah,"OR: 20th Week in Ord. Time, Saturday",Isa 37:21-35,LOTH: OR,,,4.145
Divine Office,Isaiah,OR: From Jan. 2 to Epiphany: Friday,Isa 42:1-8,LOTH: OR,,,1.533
Divine Office,Isaiah,OR: Sun. after Jan. 6: Baptism of the Lord,Isa 42:1-9; 49:1-9,LOTH: OR,,,1.631
Divine Office,Isaiah,OR: 46008,Isa 45:1-13,LOTH: OR,,,1.318
Divine Office,Isaiah,OR: 46009,Isa 46:1-13,LOTH: OR,,,1.326
Divine Office,Isaiah,OR: 46010,"Isa 47:1, 3b-15",LOTH: OR,,,1.334
Divine Office,Isaiah,OR: 46011,Isa 48:1-11,LOTH: OR,,,1.343
Divine Office,Isaiah,OR: 46012,Isa 48:12-21; 49:9b-13,LOTH: OR,,,1.351
Divine Office,Isaiah,OR: 46013,Isa 49:14—50:1,LOTH: OR,,,1.359
Divine Office,Isaiah,OR: 46014,Isa 51:1-11,LOTH: OR,,,1.368
Divine Office,Isaiah,OR: 46015,"Isa 51:17—52:2, 7-10",LOTH: OR,,,1.377
Divine Office,Isaiah,OR: Ash Wednesday,Isa 58:1-12,LOTH: OR,,,2.49
Divine Office,Isaiah,OR: Jan. 6 or Sunday between Jan. 2-8: Epiphany,Isa 60:1-22,LOTH: OR,,,1.557
Divine Office,Isaiah,OR: From Jan. 2 to Epiphany: Saturday,Isa 61:1-11,LOTH: OR,,,1.539
Divine Office,Isaiah,OR: After Epiphany to the Baptism of the Lord: Monday,Isa 61:1-11,LOTH: OR,,,1.575
Divine Office,Isaiah,OR: After Epiphany to the Baptism of the Lord: Tuesday,Isa 62:1-12,LOTH: OR,,,1.584
Divine Office,Isaiah,OR: After Epiphany to the Baptism of the Lord: Thursday,Isa 63:19b—64:11,LOTH: OR,,,1.601
Divine Office,Isaiah,OR: After Epiphany to the Baptism of the Lord: Wednesday,Isa 63:7-19,LOTH: OR,,,1.593
Divine Office,Isaiah,OR: After Epiphany to the Baptism of the Lord: Friday,Isa 65:13-25,LOTH: OR,,,1.609
Divine Office,Isaiah,OR: After Epiphany to the Baptism of the Lord: Saturday,"Isa 66:10-14, 18-23",LOTH: OR,,,1.618
Divine Office,Jeremiah,"OR: 21st Week in Ord. Time, Tuesday",Jer 1:1-19,LOTH: OR,,,4.16
Divine Office,Jeremiah,OR: June 24: Birth of John the Baptist,"Jer 1:4-10, 17-19",LOTH: OR,,,3.1486
Divine Office,Jeremiah,"OR: 21st Week in Ord. Time, Wednesday","Jer 2:1-13, 20-25",LOTH: OR,,,4.164
Divine Office,Jeremiah,"OR: 21st Week in Ord. Time, Thursday","Jer 3:1-5, 19—4:4",LOTH: OR,,,4.17
Divine Office,Jeremiah,"OR: 21st Week in Ord. Time, Friday","Jer 4:5-8, 13-28",LOTH: OR,,,4.175
Divine Office,Jeremiah,"OR: 21st Week in Ord. Time, Saturday",Jer 7:1-20,LOTH: OR,,,4.18
Divine Office,Jeremiah,OR: 22nd Sunday in Ord. Time,Jer 11:18-20; 12:1-13,LOTH: OR,,,4.185
Divine Office,Jeremiah,"OR: 22nd Week in Ord. Time, Monday","Jer 19:1-5, 10—20:6",LOTH: OR,,,4.191
Divine Office,Jeremiah,"OR: 22nd Week in Ord. Time, Tuesday",Jer 20:7-18,LOTH: OR,,,4.195
Divine Office,Jeremiah,"OR: 22nd Week in Ord. Time, Wednesday",Jer 26:1-15,LOTH: OR,,,4.199
Divine Office,Jeremiah,"OR: 22nd Week in Ord. Time, Thursday",Jer 29:1-14,LOTH: OR,,,4.204
Divine Office,Jeremiah,"OR: 22nd Week in Ord. Time, Friday",Jer 30:18—31:19,LOTH: OR,,,4.208
Divine Office,Jeremiah,"OR: 22nd Week in Ord. Time, Saturday","Jer 31:15-22, 27-34",LOTH: OR,,,4.213
Divine Office,Jeremiah,OR: 23rd Sunday in Ord. Time,Jer 37:21; 38:14-28,LOTH: OR,,,4.218
Divine Office,Jeremiah,"OR: 23rd Week in Ord. Time, Monday",Jer 42:1-46; 43:4-7,LOTH: OR,,,4.223
Divine Office,Lamentations,"OR: 23rd Week in Ord. Time, Thursday","Lam 1:1-12, 18-20",LOTH: OR,,,4.237
Divine Office,Lamentations,"OR: 23rd Week in Ord. Time, Friday",Lam 3:1-33,LOTH: OR,,,4.243
Divine Office,Lamentations,"OR: 23rd Week in Ord. Time, Saturday",Lam 5:1-22,LOTH: OR,,,4.248
Divine Office,Baruch,"OR: 29th Week in Ord. Time, Friday",Bar 1:14—2:5; 3:1-8,LOTH: OR,,,4.427
Divine Office,Baruch,"OR: 29th Week in Ord. Time, Saturday","Bar 3:9-15, 24—4:4",LOTH: OR,,,4.431
Divine Office,Ezekiel,OR: 24th Sunday in Ord. Time,"Ezek 1:3-13, 22-28",LOTH: OR,,,4.252
Divine Office,Ezekiel,"OR: 24th Week in Ord. Time, Monday","Ezek 2:8—3:11, 17-21",LOTH: OR,,,4.256
Divine Office,Ezekiel,"OR: 24th Week in Ord. Time, Tuesday","Ezek 8:1-6, 16—9:11",LOTH: OR,,,4.26
Divine Office,Ezekiel,"OR: 24th Week in Ord. Time, Wednesday",Ezek 10:18-22; 11:14-25,LOTH: OR,,,4.265
Divine Office,Ezekiel,"OR: 24th Week in Ord. Time, Thursday",Ezek 12:1-6,LOTH: OR,,,4.269
Divine Office,Ezekiel,"OR: 24th Week in Ord. Time, Friday","Ezek 16:3, 5b-7a, 8-15, 35, 37a, 40-43, 59-63",LOTH: OR,,,4.273
Divine Office,Ezekiel,"OR: 24th Week in Ord. Time, Saturday","Ezek 18:1-13, 20-32",LOTH: OR,,,4.278
Divine Office,Ezekiel,OR: 25th Sunday in Ord. Time,Ezek 24:15-27,LOTH: OR,,,4.283
Divine Office,Ezekiel,"OR: 25th Week in Ord. Time, Monday","Ezek 34:1-6, 11-16, 23-31",LOTH: OR,,,4.287
Divine Office,Ezekiel,"OR: Easter Sunday, 2nd Reading",Ezek 36:16-28,LOTH: OR,,,2.518
Divine Office,Ezekiel,"OR: 25th Week in Ord. Time, Tuesday",Ezek 36:16-36,LOTH: OR,,,4.292
Divine Office,Ezekiel,"OR: 25th Week in Ord. Time, Wednesday",Ezek 37:1-14,LOTH: OR,,,4.296
Divine Office,Ezekiel,"OR: 25th Week in Ord. Time, Thursday",Ezek 37:15-28,LOTH: OR,,,4.3
Divine Office,Ezekiel,"OR: 25th Week in Ord. Time, Friday",Ezek 40:1-4; 43:1-12; 44:6-9,LOTH: OR,,,4.304
Divine Office,Ezekiel,"OR: 25th Week in Ord. Time, Saturday",Ezek 47:1-12,LOTH: OR,,,4.309
Divine Office,Daniel,OR: 32nd Sunday in Ord. Time,Dan 1:1-21,LOTH: OR,,,4.5
Divine Office,Daniel,"OR: 32nd Week in Ord. Time, Monday",Dan 2:26-47,LOTH: OR,,,4.505
Divine Office,Daniel,"OR: 32nd Week in Ord. Time, Tuesday","Dan 3:8-12, 19-24, 91-97",LOTH: OR,,,4.51
Divine Office,Daniel,"OR: 32nd Week in Ord. Time, Wednesday","Dan 5:1-2, 5-9, 13-17, 25—6:1",LOTH: OR,,,4.514
Divine Office,Daniel,"OR: 32nd Week in Ord. Time, Thursday","Dan 9:1-4a, 18-27",LOTH: OR,,,4.518
Divine Office,Daniel,"OR: 32nd Week in Ord. Time, Friday",Dan 10:1-21,LOTH: OR,,,4.523
Divine Office,Daniel,"OR: 32nd Week in Ord. Time, Saturday",Dan 12:1-13,LOTH: OR,,,4.527
Divine Office,Hosea,"OR: 18th Week in Ord. Time, Thursday",Hos 1:1-9; 3:1-5,LOTH: OR,,,4.73
Divine Office,Hosea,"OR: 18th Week in Ord. Time, Friday","Hos 2:4a, 10-25",LOTH: OR,,,4.78
Divine Office,Hosea,"OR: 18th Week in Ord. Time, Saturday",Hos 6:1—7:2,LOTH: OR,,,4.83
Divine Office,Hosea,OR: 19th Sunday in Ord. Time,Hos 11:1-11,LOTH: OR,,,4.88
Divine Office,Hosea,"OR: 19th Week in Ord. Time, Monday",Hos 14:2-10,LOTH: OR,,,4.92
Divine Office,Joel,OR: 33rd Sunday in Ord. Time,Joel 2:21—3:5,LOTH: OR,,,4.533
Divine Office,Joel,"OR: 33rd Week in Ord. Time, Monday",Joel 4:1-3; 9-21,LOTH: OR,,,4.538
Divine Office,Amos,OR: 18th Sunday in Ord. Time,Amos 1:1—2:3,LOTH: OR,,,4.53
Divine Office,Amos,"OR: 18th Week in Ord. Time, Monday",Amos 2:4-16,LOTH: OR,,,4.59
Divine Office,Amos,"OR: 18th Week in Ord. Time, Tuesday",Amos 7:1-17,LOTH: OR,,,4.63
Divine Office,Amos,"OR: 18th Week in Ord. Time, Wednesday",Amos 9:1-15,LOTH: OR,,,4.68
Divine Office,Micah,"OR: 19th Week in Ord. Time, Tuesday",Mic 3:1-12,LOTH: OR,,,4.96
Divine Office,Micah,"OR: 19th Week in Ord. Time, Thursday",Mic 4:14—5:7,LOTH: OR,,,4.104
Divine Office,Micah,"OR: 19th Week in Ord. Time, Wednesday",Mic 4:1-7,LOTH: OR,,,4.101
Divine Office,Micah,"OR: 19th Week in Ord. Time, Friday",Mic 6:1-15,LOTH: OR,,,4.108
Divine Office,Micah,"OR: 19th Week in Ord. Time, Saturday",Mic 7:7-20,LOTH: OR,,,4.113
Divine Office,Habakkuk,"OR: 23rd Week in Ord. Time, Tuesday",Hab 1:1—2:4a,LOTH: OR,,,4.227
Divine Office,Habakkuk,"OR: 23rd Week in Ord. Time, Wednesday",Hab 2:5-20,LOTH: OR,,,4.232
Divine Office,Zephaniah,OR: 21st Sunday in Ord. Time,"Zeph 1:1-7, 14—2:3",LOTH: OR,,,4.15
Divine Office,Zephaniah,"OR: 21st Week in Ord. Time, Monday",Zeph 3:8-20,LOTH: OR,,,4.155
Divine Office,Haggai,OR: 28th Sunday in Ord. Time,Hag 1:1—2:10,LOTH: OR,,,4.37
Divine Office,Haggai,"OR: 28th Week in Ord. Time, Monday",Hag 2:11-24,LOTH: OR,,,4.376
Divine Office,Zechariah,"OR: 28th Week in Ord. Time, Tuesday",Zech 1:1—2:4,LOTH: OR,,,4.38
Divine Office,Zechariah,"OR: 33rd Week in Ord. Time, Wednesday",Zech 10:3—11:3,LOTH: OR,,,4.548
Divine Office,Zechariah,"OR: 33rd Week in Ord. Time, Thursday",Zech 11:4—12:8,LOTH: OR,,,4.552
Divine Office,Zechariah,"OR: 33rd Week in Ord. Time, Friday",Zech 12:9-12a; 13:1-9,LOTH: OR,,,4.557
Divine Office,Zechariah,"OR: 33rd Week in Ord. Time, Saturday",Zech 14:1-21,LOTH: OR,,,4.561
Divine Office,Zechariah,"OR: 28th Week in Ord. Time, Wednesday",Zech 3:1—4:14,LOTH: OR,,,4.384
Divine Office,Zechariah,"OR: 28th Week in Ord. Time, Thursday","Zech 8:1-17, 20-23",LOTH: OR,,,4.389
Divine Office,Zechariah,"OR: 33rd Week in Ord. Time, Tuesday",Zech 9:1—10:2,LOTH: OR,,,4.542
Divine Office,Malachi,"OR: 28th Week in Ord. Time, Friday",Mal 1:1-14; 2:13-16,LOTH: OR,,,4.394
Divine Office,Malachi,"OR: 28th Week in Ord. Time, Saturday",Mal 3:1-24,LOTH: OR,,,4.399
Divine Office,Matthew,"OR: Easter Sunday, 4th Reading",Matt 28:1-10,LOTH: OR,,,2.522
Divine Office,Acts of the Apostles,OR: Common of Apostles (Easter),Acts 5:12-32,LOTH: OR,,,2.1958
Divine Office,Acts of the Apostles,"OR: Aug. 10: Lawrence, Deacon and Martyr","Acts 6:1-6; 8:1b, 4-8",LOTH: OR,,,4.1304
Divine Office,Acts of the Apostles,"OR: Dec. 26: Stephen, First Martyr","Acts 6:8—7:2a, 44-49",LOTH: OR,,,1.1253
Divine Office,Acts of the Apostles,"OR: Oct. 18: Luke, Evangelist",Acts 9:27-31; 11:19-26,LOTH: OR,,,4.1494
Divine Office,Acts of the Apostles,"OR: Feb. 22: Chair of Peter, Apostle",Acts 11:1-18,LOTH: OR,,,2.1685; 3.1386
Divine Office,Acts of the Apostles,"OR: Common of Pastors, For a pope or bishop (Easter)",Acts 20:17-36,LOTH: OR,,,2.2057
Divine Office,Romans,OR: Dec. 8: Immaculate Conception,Rom 5:12-21,LOTH: OR,,,1.1226
Divine Office,Romans,"OR: Easter Sunday, 3rd Reading",Rom 6:3-11,LOTH: OR,,,2.521
